title,creator,publicationName,coverDate,doi,citedby_count,coverYear
Estimating mandibular growth stage based on cervical vertebral maturation in lateral cephalometric radiographs using artificial intelligence,Shoari S.A.,Progress in Orthodontics,2024-12-01,10.1186/s40510-024-00527-1,0,2024
"Integrating DNA/RNA microbe detection and host response for accurate diagnosis, treatment and prognosis of childhood infectious meningitis and encephalitis",Xing Z.,Journal of Translational Medicine,2024-12-01,10.1186/s12967-024-05370-w,0,2024
Quantum computing for several AGV scheduling models,Tang L.,Scientific Reports,2024-12-01,10.1038/s41598-024-62821-6,0,2024
Optimization-Based Fuzzy System Application on Deformation of Geogrid-Reinforced Soil Structures,Dou H.,International Journal of Computational Intelligence Systems,2024-12-01,10.1007/s44196-024-00563-z,0,2024
Healthy tissue metabolism assessed by [<sup>18</sup>F]FDG PET/CT as a marker of prognosis and adverse events in advanced Hodgkin lymphoma patients,Malaih A.A.,Scientific Reports,2024-12-01,10.1038/s41598-024-63349-5,0,2024
Current situation of osteogenesis imperfecta in Spain: results from a Delphi study,Sagastizabal B.,Orphanet Journal of Rare Diseases,2024-12-01,10.1186/s13023-024-03248-0,0,2024
Identification of neurological complications in childhood influenza: a random forest model,Li S.,BMC Pediatrics,2024-12-01,10.1186/s12887-024-04773-4,0,2024
"Chronic pain in children and young people with cerebral palsy: a narrative review of challenges, advances, and future directions",Harvey A.,BMC Medicine,2024-12-01,10.1186/s12916-024-03458-0,0,2024
Factors associated with ART interruption during the COVID-19 crisis in Burundi (the EPIC community-based research program),Niyongabo A.,Scientific Reports,2024-12-01,10.1038/s41598-024-63805-2,0,2024
Resting state neurophysiology of agonist–antagonist myoneural interface in persons with transtibial amputation,Chicos L.A.,Scientific Reports,2024-12-01,10.1038/s41598-024-63134-4,0,2024
Efficacy of an herbal formula Guixiong Yimu San in preventing retained placenta and improving reproductive performance in cows,Cui D.,Scientific Reports,2024-12-01,10.1038/s41598-024-63521-x,0,2024
"A narrative review of norovirus epidemiology, biology, and challenges to vaccine development",Carlson K.B.,npj Vaccines,2024-12-01,10.1038/s41541-024-00884-2,0,2024
Semantic associative abilities and executive control functions predict novelty and appropriateness of idea generation,Wang X.,Communications Biology,2024-12-01,10.1038/s42003-024-06405-0,0,2024
Mapping the landscape of histomorphological cancer phenotypes using self-supervised learning on unannotated pathology slides,Claudio Quiros A.,Nature Communications,2024-12-01,10.1038/s41467-024-48666-7,0,2024
Highly efficient catalytic transfer hydrogenation for the conversion of nitrobenzene to aniline over PdO/TiO<inf>2</inf>: The key role of in situ switching from PdO to Pd,Lu A.,Journal of Environmental Sciences (China),2025-02-01,10.1016/j.jes.2023.10.010,2,2025
Telemedicine and Resource Utilization in Pulmonary Clinic,Puthumana R.M.,BMC Pulmonary Medicine,2024-12-01,10.1186/s12890-024-03066-x,0,2024
Drawing a line from CO<inf>2</inf> emissions to health—evaluation of medical students’ knowledge and attitudes towards climate change and health following a novel serious game: a mixed-methods study,Stevens M.,BMC Medical Education,2024-12-01,10.1186/s12909-024-05619-4,0,2024
Cybersecurity Knowledge Deterioration and the role of Gamification Intervention,Boluwatife F.F.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,10.37934/araset.43.1.6694,0,2025
Nowcasting methods to improve the performance of respiratory sentinel surveillance: lessons from the COVID-19 pandemic,Flores-Alvarado S.,Scientific Reports,2024-12-01,10.1038/s41598-024-62965-5,0,2024
"Sleep quality, anxiety, depression, and quality of life in rheumatoid arthritis patients and impact of disease activity",Abdelrahman M.S.I.,Egyptian Rheumatology and Rehabilitation,2024-12-01,10.1186/s43166-024-00242-z,0,2024
ChatGPT performance on radiation technologist and therapist entry to practice exams,Duggan R.,Journal of Medical Imaging and Radiation Sciences,2024-12-01,10.1016/j.jmir.2024.04.019,0,2024
The spatial spillover effect of financial growth on high-quality development: Evidence from Yellow River Basin in China,Zhang Z.,Humanities and Social Sciences Communications,2024-12-01,10.1057/s41599-024-03358-x,0,2024
Prolonged pre-firing pancreatic compression with linear staplers in distal pancreatectomy: a valuable technique for post-operative pancreatic fistula prevention,Quero G.,Langenbeck's Archives of Surgery,2024-12-01,10.1007/s00423-024-03350-8,0,2024
Sleep and liver function biomarkers in relation to risk of incident liver cancer: a nationwide prospective cohort study,Song J.,BMC Medicine,2024-12-01,10.1186/s12916-024-03440-w,0,2024
Prediction of fluid responsiveness in spontaneously breathing patients with hemodynamic stability: a prospective repeated-measures study,Kim Y.H.,Scientific Reports,2024-12-01,10.1038/s41598-024-65554-8,0,2024
Healthy tissue metabolism assessed by [<sup>18</sup>F]FDG PET/CT as a marker of prognosis and adverse events in advanced Hodgkin lymphoma patients,Malaih A.A.,Scientific Reports,2024-12-01,10.1038/s41598-024-63349-5,0,2024
Pathology of pain and its implications for therapeutic interventions,Cao B.,Signal Transduction and Targeted Therapy,2024-12-01,10.1038/s41392-024-01845-w,0,2024
Lyophilized cell-free supernatants of Limosilactobacillus fermentum T0701 exhibited antibacterial activity against Helicobacter pylori,Sornsenee P.,Scientific Reports,2024-12-01,10.1038/s41598-024-64443-4,0,2024
Retrieval analysis of PEEK rods pedicle screw system: three cases analysis,Xu X.,BMC Musculoskeletal Disorders,2024-12-01,10.1186/s12891-024-07600-0,0,2024
Engineering natural microbiomes toward enhanced bioremediation by microbiome modeling,Ruan Z.,Nature Communications,2024-12-01,10.1038/s41467-024-49098-z,0,2024
Bioinformatics analysis and experimental validation of m6A and cuproptosis-related lncRNA NFE4 in clear cell renal cell carcinoma,Feng R.,Discover Oncology,2024-12-01,10.1007/s12672-024-01023-y,0,2024
The impact of negative cognitive bias on NSSI: mediating non-adaptive cognitive emotion regulation strategies,Han X.,BMC Nursing,2024-12-01,10.1186/s12912-024-02006-8,0,2024
Risk factors of immune checkpoint inhibitor-related pneumonitis after neoadjuvant immunochemotherapy for resectable NSCLC,Mao Z.,BMC Pulmonary Medicine,2024-12-01,10.1186/s12890-024-03041-6,0,2024
Effectiveness of innovative chest compression on the emergency department stretcher by an alternative method: a randomized controlled crossover trial,Charungwatthana N.,Scientific Reports,2024-12-01,10.1038/s41598-024-62845-y,0,2024
Machine intelligence accelerated design of conductive MXene aerogels with programmable properties,Shrestha S.,Nature Communications,2024-12-01,10.1038/s41467-024-49011-8,0,2024
Treating sleep-disordered breathing of idiopathic pulmonary fibrosis patients with CPAP and nocturnal oxygen treatment. A pilot study: Sleep-disordered breathing treatment in IPF,Bordas-Martinez J.,Respiratory Research,2024-12-01,10.1186/s12931-024-02871-6,0,2024
Molecular Networking: Statistical Mechanics in the Age of AI and Machine Learning,Desgranges C.,Molecular Networking: Statistical Mechanics in the Age of AI and Machine Learning,2025-01-01,10.1201/9781003006411,0,2025
Complex association between post-COVID-19 condition and anxiety and depression symptoms,Tebeka S.,European Psychiatry,2024-12-13,10.1192/j.eurpsy.2023.2473,0,2024
Modified Levey-Jennings Chart with Robust Estimator: A Case of Semiconductor Manufacturing Process,Dahari S.,Journal of Advanced Research in Applied Sciences and Engineering Technology,2025-01-01,10.37934/araset.43.2.189202,0,2025
Ownership and use of insecticide-treated nets in Myanmar: insights from a nationally representative demographic and health survey,Win K.M.,Malaria Journal,2024-12-01,10.1186/s12936-024-04994-z,0,2024
Paraproteinaemic keratopathy simulating a crystalline keratopathy,Aramburu-González A.,BMC Ophthalmology,2024-12-01,10.1186/s12886-024-03487-6,0,2024
"A randomized, controlled clinical trial demonstrates improved owner-assessed cognitive function in senior dogs receiving a senolytic and NAD+ precursor combination",Simon K.E.,Scientific Reports,2024-12-01,10.1038/s41598-024-63031-w,0,2024
Comparative examination of analytical instruments for detecting pentachlorophenol in wood and environmental samples,Koushika K.,Journal of Analytical Science and Technology,2024-12-01,10.1186/s40543-024-00444-2,0,2024
Digital outcome measures from smartwatch data relate to non-motor features of Parkinson’s disease,Schalkamp A.K.,npj Parkinson's Disease,2024-12-01,10.1038/s41531-024-00719-w,0,2024
A new multi-attribute group decision-making method based on Einstein Bonferroni operators under interval-valued Fermatean hesitant fuzzy environment,Lei S.,Scientific Reports,2024-12-01,10.1038/s41598-024-62762-0,0,2024
Metal concentrations and KIM-1 levels in school-aged children: a cross-sectional study,Mendoza‐Cano O.,Scientific Reports,2024-12-01,10.1038/s41598-024-62320-8,0,2024
The OVAREX study: Establishment of ex vivo ovarian cancer models to validate innovative therapies and to identify predictive biomarkers,Thorel L.,BMC Cancer,2024-12-01,10.1186/s12885-024-12429-w,0,2024
First-night effect reduces the beneficial effects of sleep on visual plasticity and modifies the underlying neurochemical processes,Tamaki M.,Scientific Reports,2024-12-01,10.1038/s41598-024-64091-8,0,2024
Feasibility of a laboratory-based protocol for measuring energy expenditure and accelerometer calibration in adults with intellectual disabilities,McGarty A.M.,Pilot and Feasibility Studies,2024-12-01,10.1186/s40814-024-01512-5,0,2024
Triple-transformable dynamic surroundings for programmed transportation of bio-vulnerable mRNA payloads towards systemic treatment of intractable solid tumors,Wang Y.,Biomaterials,2024-12-01,10.1016/j.biomaterials.2024.122677,0,2024
Development of peer assessment rubrics in simulation-based learning for advanced cardiac life support skills among medical students,Lertsakulbunlue S.,Advances in Simulation,2024-12-01,10.1186/s41077-024-00301-7,0,2024
Exploring the potential of nanomaterials (NMs) as diagnostic tools and disease resistance for crop pathogens,Jabran M.,Chemical and Biological Technologies in Agriculture,2024-12-01,10.1186/s40538-024-00592-y,0,2024
Severe hypotension and postoperative cardiac arrest caused by 5-aminolevulinic acid: a case report,Miyazaki T.,Journal of Medical Case Reports,2024-12-01,10.1186/s13256-024-04589-x,0,2024
Complete series method (CSM): a convenient method to reduce daily heterogeneity when evaluating the regeneration time (RT) of insecticide-treated nets (ITNs),Lugenge A.G.,Parasites and Vectors,2024-12-01,10.1186/s13071-024-06323-4,0,2024
Application of regression decision tree and machine learning algorithms to examine students’ online learning preferences during COVID-19 pandemic,Kooptiwoot S.,International Journal of Education and Practice,2024-12-12,10.18488/61.v12i1.3619,0,2024
Seasonal switching of integrated leaf senescence controls in an evergreen perennial Arabidopsis,Yumoto G.,Nature Communications,2024-12-01,10.1038/s41467-024-48814-z,0,2024
COVID-19 vaccination safety and associated health care utilization among adults with inflammatory bowel disease – a population-based self-controlled case series analysis,Lee J.J.Y.,BMC Gastroenterology,2024-12-01,10.1186/s12876-024-03273-0,0,2024
Deep learning for risk stratification of thymoma pathological subtypes based on preoperative CT images,Liu W.,BMC Cancer,2024-12-01,10.1186/s12885-024-12394-4,0,2024
"Abrupt onset of intensive human occupation 44,000 years ago on the threshold of Sahul",Shipton C.,Nature Communications,2024-12-01,10.1038/s41467-024-48395-x,0,2024
Early adverse physiological event detection using commercial wearables: challenges and opportunities,Phipps J.,npj Digital Medicine,2024-12-01,10.1038/s41746-024-01129-1,0,2024
Distinct biophysical and chemical mechanisms governing sucrose mineralization and soil organic carbon priming in biochar amended soils: evidence from 10 years of field studies,Zhang H.,Biochar,2024-12-01,10.1007/s42773-024-00327-0,0,2024
A cross-tissue transcriptome-wide association study reveals novel susceptibility genes for migraine,Gui J.,Journal of Headache and Pain,2024-12-01,10.1186/s10194-024-01802-6,0,2024
Generative design of compounds with desired potency from target protein sequences using a multimodal biochemical language model,Chen H.,Journal of Cheminformatics,2024-12-01,10.1186/s13321-024-00852-x,0,2024
A bayesian network meta-analysis to explore modifying factors in randomized controlled trials: what works for whom to reduce depression in nursing home residents?,Declercq I.J.N.,BMC Geriatrics,2024-12-01,10.1186/s12877-024-05117-8,0,2024
"Clear cell and non-clear cell renal cell carcinoma in young adults: clinicopathological features, survival outcomes and prognostic factors",Xue Z.,World Journal of Urology,2024-12-01,10.1007/s00345-024-05028-8,0,2024
Giant viral signatures on the Greenland ice sheet,Perini L.,Microbiome,2024-12-01,10.1186/s40168-024-01796-y,0,2024
Subclinical patterns of disordered eating behaviors in the daily life of adolescents and young adults from the general population,Peschel S.K.V.,Child and Adolescent Psychiatry and Mental Health,2024-12-01,10.1186/s13034-024-00752-w,0,2024
Head movement dynamics in dystonia: a multi-centre retrospective study using visual perceptive deep learning,Peach R.,npj Digital Medicine,2024-12-01,10.1038/s41746-024-01140-6,1,2024
Efficient removal of allicin from the stalk of Allium fistulosum for dietary fiber production,Li Y.,npj Science of Food,2024-12-01,10.1038/s41538-024-00275-w,0,2024
Entire expressed peripheral blood transcriptome in pediatric severe malarial anemia,Anyona S.B.,Nature Communications,2024-12-01,10.1038/s41467-024-48259-4,0,2024
Weighted single-step genome-wide association study for direct and maternal genetic effects associated with birth and weaning weights in sheep,Khazaei-Koohpar H.,Scientific Reports,2024-12-01,10.1038/s41598-024-63974-0,0,2024
Laboratory realization of relativistic pair-plasma beams,Arrowsmith C.D.,Nature Communications,2024-12-01,10.1038/s41467-024-49346-2,0,2024
"How prehospital emergency personnel manage ethical challenges: the importance of confidence, trust, and safety",Bruun H.,BMC Medical Ethics,2024-12-01,10.1186/s12910-024-01061-9,0,2024
"Nasal cathelicidin is expressed in early life and is increased during mild, but not severe respiratory syncytial virus infection",Sintoris S.,Scientific Reports,2024-12-01,10.1038/s41598-024-64446-1,0,2024
The mayo adhesive probability score predicts postoperative fever and sepsis in retrograde intrarenal surgery,Hsieh T.Y.,Urolithiasis,2024-12-01,10.1007/s00240-024-01586-z,0,2024
The association between abcb1 gene polymorphism and clopidogrel response variability in stroke ischemic: a cross sectional study,Hidayat R.,BMC Neurology,2024-12-01,10.1186/s12883-024-03723-y,0,2024
Negative emotionality shapes the modulatory effects of ketamine and lamotrigine in subregions of the anterior cingulate cortex,Gärtner M.,Translational Psychiatry,2024-12-01,10.1038/s41398-024-02977-x,0,2024
Ecological and Health Risks of Vanadium in the Biogeosphere,Wang M.,Reviews of Environmental Contamination and Toxicology,2024-12-01,10.1007/s44169-024-00065-1,0,2024
Prevalence of self-reported hearing difficulty on the Revised Hearing Handicap Inventory and associated factors,Dillard L.K.,BMC Geriatrics,2024-12-01,10.1186/s12877-024-04901-w,0,2024
Normative modelling of molecular-based functional circuits captures clinical heterogeneity transdiagnostically in psychiatric patients,Lawn T.,Communications Biology,2024-12-01,10.1038/s42003-024-06391-3,0,2024
Change starts within: does managerial ability matter to green innovation?,Jiang Y.,Humanities and Social Sciences Communications,2024-12-01,10.1057/s41599-024-03331-8,0,2024
Microbial lysates repurposed as liquid egg substitutes,Choi K.R.,npj Science of Food,2024-12-01,10.1038/s41538-024-00281-y,0,2024
Comment on “Does the 5-2-1 criteria identify patients with advanced Parkinson’s disease? Real-world screening accuracy and burden of 5-2-1-positive patients in 7 countries”,Moes H.R.,BMC Neurology,2024-12-01,10.1186/s12883-024-03692-2,0,2024
Analysis of MDM2 and TP53 genes in canine liposarcoma,Muscatello L.V.,Scientific Reports,2024-12-01,10.1038/s41598-024-64963-z,0,2024
SERS biosensors for liquid biopsy towards cancer diagnosis by detection of various circulating biomarkers: current progress and perspectives,Lyu N.,Nano Convergence,2024-12-01,10.1186/s40580-024-00428-3,0,2024
Detecting sorghum aphid infestation in grain sorghum using leaf spectral response,Craigie G.,Scientific Reports,2024-12-01,10.1038/s41598-024-64841-8,0,2024
A study of the effects of screen exposure on the neuropsychological development in children with autism spectrum disorders based on ScreenQ,Peng X.,BMC Pediatrics,2024-12-01,10.1186/s12887-024-04814-y,0,2024
Investigation on cost-effective composites for CO<inf>2</inf> adsorption from post-gasification residue and metal organic framework,Nguyen H.N.,Journal of Environmental Sciences (China),2025-02-01,10.1016/j.jes.2023.10.022,2,2025
"Physical frailty, genetic predisposition, and incident dementia: a large prospective cohort study",Gao P.Y.,Translational Psychiatry,2024-12-01,10.1038/s41398-024-02927-7,0,2024
Type B Aortic Dissection CTA Collection with True and False Lumen Expert Annotations for the Development of AI-based Algorithms,Mayer C.,Scientific Data,2024-12-01,10.1038/s41597-024-03284-2,0,2024
"Optimized Design of a Soft Actuator Considering Force/Torque, Bendability, and Controllability via an Approximated Structure",Yang W.T.,Journal of Mechanical Design,2024-12-01,10.1115/1.4065522,0,2024
Development of a quantitative index system for evaluating the quality of electronic medical records in disease risk intelligent prediction,Zhou J.,BMC Medical Informatics and Decision Making,2024-12-01,10.1186/s12911-024-02533-z,0,2024
Unravelling the role of intratumoral bacteria in digestive system cancers: current insights and future perspectives,Lu W.,Journal of Translational Medicine,2024-12-01,10.1186/s12967-024-05320-6,0,2024
Simple autonomous agents can enhance creative semantic discovery by human groups,Ueshima A.,Nature Communications,2024-12-01,10.1038/s41467-024-49528-y,0,2024
Diagnostic accuracy of supplemental three-dimensional breast ultrasound in the work-up of BI-RADS 0 screening recalls,den Dekker B.M.,Insights into Imaging,2024-12-01,10.1186/s13244-024-01714-8,0,2024
The relationship between social media usage and loneliness among younger and older adults: the moderating effect of shyness,Wang Y.L.,BMC Psychology,2024-12-01,10.1186/s40359-024-01727-4,0,2024
Characterization and application of recombinant Bovine Leukemia Virus Env protein,Tomé-Poderti L.,Scientific Reports,2024-12-01,10.1038/s41598-024-62811-8,0,2024
Prognostic value of red blood cell distribution width to albumin ratio for predicting mortality in adult patients meeting sepsis-3 criteria in intensive care units,Shan X.,BMC Anesthesiology,2024-12-01,10.1186/s12871-024-02585-8,0,2024
Recent progress of covalent organic frameworks in high selective separation of radionuclides,Rong Q.,Carbon Research,2024-12-01,10.1007/s44246-024-00137-w,0,2024
Quantitative examination of factors influencing the colour reproduction ability of lithium disilicate glass-ceramics,Saláta J.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04429-w,0,2024
Risk assessment of soil compaction due to machinery traffic used in infield transportation of sugarcane during mechanized harvesting,Esteban D.A.A.,Soil and Tillage Research,2024-12-01,10.1016/j.still.2024.106206,0,2024
Basement membrane-related MMP14 predicts poor prognosis and response to immunotherapy in bladder cancer,Zhang X.,BMC Cancer,2024-12-01,10.1186/s12885-024-12489-y,0,2024
Framework for personalized prediction of treatment response in relapsing-remitting multiple sclerosis: a replication study in independent data,Sakr A.M.,BMC Medical Research Methodology,2024-12-01,10.1186/s12874-024-02264-9,0,2024
Cost-effectiveness of village health worker-led integrated community case management (iCCM) versus health facility based management for childhood illnesses in rural southwestern Uganda,Mulogo E.,Malaria Journal,2024-12-01,10.1186/s12936-024-04962-7,0,2024
Association between dietary behavior and puberty in girls,Du Y.,BMC Pediatrics,2024-12-01,10.1186/s12887-024-04840-w,0,2024
Impact of the pandemic on leisure physical activity and alcohol consumption,Granström F.,BMC Public Health,2024-12-01,10.1186/s12889-024-19100-w,0,2024
"One spinal manipulation session reduces local pain sensitivity but does not affect postural stability in individuals with chronic low back pain: a randomised, placebo-controlled trial",Freitas J.P.,Chiropractic and Manual Therapies,2024-12-01,10.1186/s12998-024-00541-4,0,2024
The impact of aquaculture economics expansion on marine water quality in the EU Region,Alsaleh M.,Regional Studies in Marine Science,2024-12-10,10.1016/j.rsma.2024.103625,0,2024
Study on the influence of spiral guide vanes on gas/particle flow characteristics in FCC cyclone separator,Cao G.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128352,0,2025
Implementation of a biosafety software pop-up after two Brucella laboratory exposures,Broertjes J.,Microbial Risk Analysis,2024-12-01,10.1016/j.mran.2024.100307,0,2024
The effect of an online acceptance and commitment intervention on the meaning-making process in cancer patients following hematopoietic cell transplantation: study protocol for a randomized controlled trial enhanced with single-case experimental design,Kroemeke A.,Trials,2024-12-01,10.1186/s13063-024-08235-1,0,2024
"Complete genome of the Listeria monocytogenes strain AUF, used as a live listeriosis veterinary vaccine",Feodorova V.A.,Scientific Data,2024-12-01,10.1038/s41597-024-03440-8,0,2024
"The Subnational Corruption Database: Grand and petty corruption in 1,473 regions of 178 countries, 1995–2022",Crombach L.,Scientific Data,2024-12-01,10.1038/s41597-024-03505-8,0,2024
What inhibits “speaking up” for patient safety among healthcare workers? A cross-sectional study in Malaysia,Kim A.R.J.,Human Resources for Health,2024-12-01,10.1186/s12960-024-00916-x,0,2024
Medical glove durability during exposure to different solvent agents: an ex-vivo experimental study,Herkins A.,Patient Safety in Surgery,2024-12-01,10.1186/s13037-024-00400-4,0,2024
Whole-genome sequencing of Pseudoalteromonas piscicida 2515 revealed its antibacterial potency against Vibrio anguillarum: a preliminary invitro study,Wang F.,"Antonie van Leeuwenhoek, International Journal of General and Molecular Microbiology",2024-12-01,10.1007/s10482-024-01974-w,0,2024
Pupal Exuviae of Culex Pipiens L. (Diptera: Culicidae) Can be Utilised as a Non-Invasive Method of Biotype Differentiation,Jones L.,Biological Procedures Online,2024-12-01,10.1186/s12575-024-00246-1,0,2024
Unraveling motives: identifying the impact of university attendance motives on learning behaviors among dental students,Shin Y.,BMC Psychology,2024-12-01,10.1186/s40359-024-01846-y,0,2024
The effect of illness perception on psychosocial adjustment of patients with breast cancer and their spouses: actor–partner independence model,Wang Y.F.,BMC Psychology,2024-12-01,10.1186/s40359-024-01741-6,0,2024
Efficient decontamination and detoxification of phenols by photocatalytic CQDs@Ag<inf>3</inf>PO<inf>4</inf>: Re-insights into the targeted reduction and coupling processes of ·O<inf>2</inf><sup>–</sup> and <sup>1</sup>O<inf>2</inf>,Yao Z.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128306,0,2025
Sit-to-stand performance in children with cerebral palsy: a population-based cross-sectional study,Romin E.,BMC Musculoskeletal Disorders,2024-12-01,10.1186/s12891-024-07557-0,0,2024
The association between screen time exposure and myopia in children and adolescents: a meta-analysis,Zong Z.,BMC Public Health,2024-12-01,10.1186/s12889-024-19113-5,0,2024
Thoracic high resolution computed tomography evaluation of imaging abnormalities of 108 lung cancer patients with different pulmonary function,Zhu L.,Cancer Imaging,2024-12-01,10.1186/s40644-024-00720-9,0,2024
A proof of principle investigation of a novel enzyme formulation on dental calculus deposition: a 4-week randomized human clinical trial,Milleman K.R.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04498-x,0,2024
The synergistic influence of metal cations on the drying and viscosity of linseed oil assessed by means of model samples containing synthesised metal carboxylates,Kirkpatrick S.,Heritage Science,2024-12-01,10.1186/s40494-024-01309-y,0,2024
"Yttrium oxide nanoparticles ameliorates calcium hydroxide and calcium titanate nanoparticles induced genomic DNA and mitochondrial damage, ROS generation and inflammation",Mohamed H.R.H.,Scientific Reports,2024-12-01,10.1038/s41598-024-62877-4,0,2024
Association between weight-adjusted waist index and testosterone deficiency in adult American men: findings from the national health and nutrition examination survey 2013–2016,Liu D.,BMC Public Health,2024-12-01,10.1186/s12889-024-19202-5,0,2024
Zebrafish Avatar-test forecasts clinical response to chemotherapy in patients with colorectal cancer,Costa B.,Nature Communications,2024-12-01,10.1038/s41467-024-49051-0,0,2024
Characterization of a Lactobacillus gasseri strain as a probiotic for female vaginitis,Zhang J.,Scientific Reports,2024-12-01,10.1038/s41598-024-65550-y,0,2024
Diagnostic accuracy of supplemental three-dimensional breast ultrasound in the work-up of BI-RADS 0 screening recalls,den Dekker B.M.,Insights into Imaging,2024-12-01,10.1186/s13244-024-01714-8,0,2024
Innovative free radical induced synthesis of WO<inf>3</inf>-doped diethyl malonate grafted chitosan encapsulated with phosphorylated alginate matrix for UO<inf>2</inf><sup>2+</sup> adsorption: Parameters optimisation through response surface methodology,Zhang H.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128455,0,2025
Durability of concrete-embedded GFRP bars after 20 years of tidal zone exposure: Correlation with accelerated aging tests,Al-Zahrani M.M.,Case Studies in Construction Materials,2024-12-01,10.1016/j.cscm.2024.e03435,0,2024
A Rasch-based validation of the University of Tehran English Proficiency Test (UTEPT),Noroozi S.,Language Testing in Asia,2024-12-01,10.1186/s40468-024-00290-4,0,2024
Precursors to rock failure in the laboratory using ultrasonic monitoring methods,Veltmeijer A.,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,2024-12-01,10.1007/s40948-024-00812-7,0,2024
Characterization of heavy metal contamination in groundwater of typical mining area in Hunan Province,Hao W.,Scientific Reports,2024-12-01,10.1038/s41598-024-63460-7,0,2024
Place of residence and blood sugar testing practices among men: insights from the 2021 Madagascar demographic and health survey,Okyere J.,BMC Public Health,2024-12-01,10.1186/s12889-024-19248-5,0,2024
Sero-immunological Investigation of Cystic Echinococcosis: Comparison and Evaluation of Diagnostic Performances of Six Hydatid Cyst Antigens,Daraz S.H.,Egyptian Journal of Veterinary Science(Egypt),2025-01-01,10.21608/EJVS.2024.275492.1899,0,2025
Agent-based modeling to estimate the impact of lockdown scenarios and events on a pandemic exemplified on SARS-CoV-2,Nitzsche C.,Scientific Reports,2024-12-01,10.1038/s41598-024-63795-1,0,2024
"Determinants of low Apgar score among newborns delivered by Cesarean section in Nigist Eleni Mohammed memorial specialized hospital, Southern Ethiopia",Desalegn M.,Scientific Reports,2024-12-01,10.1038/s41598-024-62223-8,0,2024
"Validation and application of the Dermatology Life Quality Index score, a modification of the DLQI score, in psoriasis patients",Zou Q.,"Journal of Health, Population and Nutrition",2024-12-01,10.1186/s41043-024-00587-3,0,2024
Mechanism of Cu-Pb selective flotation separation based on quercetin as a novel depressant,Feng F.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128505,0,2025
A 29-mRNA host-response classifier identifies bacterial infections following liver transplantation – a pilot study,Halder A.,Langenbeck's Archives of Surgery,2024-12-01,10.1007/s00423-024-03373-1,0,2024
SynTissue® as a surrogate material for the human scalp,Desmoulin G.T.,Forensic Science International: Reports,2024-12-01,10.1016/j.fsir.2024.100373,0,2024
Prediction of axial capacity of corrosion-affected RC columns strengthened with inclusive FRP,Kumar P.,Scientific Reports,2024-12-01,10.1038/s41598-024-64756-4,0,2024
Randomized controlled trial of intermittent hypoxia in Parkinson’s disease: study rationale and protocol,Janssen Daalen J.M.,BMC Neurology,2024-12-01,10.1186/s12883-024-03702-3,0,2024
Epithelial thickness map-adjusted transepithelial photorefractive keratectomy for treatment of myopic astigmatism: 12-month results,Niknam S.,International Ophthalmology,2024-12-01,10.1007/s10792-024-03184-9,0,2024
circSORBS1 inhibits lung cancer progression by sponging miR-6779-5p and directly binding RUFY3 mRNA,Xu H.,Journal of Translational Medicine,2024-12-01,10.1186/s12967-024-05423-0,0,2024
Artificial neural network based on strong track and square root UKF for INS/GNSS intelligence integrated system during GPS outage,Yang Y.,Scientific Reports,2024-12-01,10.1038/s41598-024-64918-4,0,2024
Elastic strain-induced amorphization in high-entropy alloys,Bu Y.,Nature Communications,2024-12-01,10.1038/s41467-024-48619-0,0,2024
"Epidemiological trends, antifungal drug susceptibility and SQLE point mutations in etiologic species of human dermatophytosis in Al-Diwaneyah, Iraq",Mahmood H.R.,Scientific Reports,2024-12-01,10.1038/s41598-024-63425-w,0,2024
Diagnostic dilemma of papilledema and pseudopapilledema,El-Gendy R.S.,International Ophthalmology,2024-12-01,10.1007/s10792-024-03215-5,0,2024
Rate of force development and its relationship with functional performance in patients after anterior cruciate ligament reconstruction,Li Q.,Chinese Journal of Tissue Engineering Research,2024-12-08,10.12307/2024.802,0,2024
Mechanical response of long-span CFST arch bridges based on the hydration heat temperature effect,Wu Y.,Scientific Reports,2024-12-01,10.1038/s41598-024-65361-1,0,2024
Determinants of implementation for group medical visits for patients with chronic pain: a systematic review,Roth I.,Implementation Science Communications,2024-12-01,10.1186/s43058-024-00595-8,0,2024
Effect of crack density on crack initiation and damage for high confining pressure using wave velocities,Zhang M.,Geomechanics and Geophysics for Geo-Energy and Geo-Resources,2024-12-01,10.1007/s40948-024-00802-9,0,2024
Exploring fs-laser irradiation damage subthreshold behavior of dielectric mirrors via electrical measurements,Bleotu P.G.,High Power Laser Science and Engineering,2024-12-14,10.1017/hpl.2023.98,1,2024
Heterogeneity in PD-L1 expression between primary and metastatic lymph nodes: a predictor of EGFR-TKI therapy response in non-small cell lung cancer,Hu Y.,Respiratory Research,2024-12-01,10.1186/s12931-024-02858-3,0,2024
